,polygon,hex_index,Total_population,Percent_females,Median_age,Percent_white,Percent_black,Median_household_income,Total_housing_units,Percent_occupied_housing_units,Percent_housing_units_rented,Percent_unemployed,Population_above_16,Ethnic_diversity,Percent_single_parent_houshold
0,"POLYGON ((-87.83929195727676 41.947579836096054, -87.84532885697413 41.9457624566453, -87.8459562668948 41.9411072810134, -87.84054793551746 41.93826953794223, -87.83451175512789 41.94008645828135, -87.83388318683905 41.944741580750545, -87.83929195727676 41.947579836096054))",882664cb25fffff,2182.7560506880372,47.47022109669366,55.1326392776091,84.47489516589646,3.2483401302288577,91976.53488309546,1150.9147944308497,97.69120853074087,15.990103207383196,2.831241911078905,1952.417198388801,0.30684727672142365,6.78472713139921
1,"POLYGON ((-87.77919418687532 41.92100206640927, -87.78523088297146 41.91918847641365, -87.78586408359057 41.91453478042346, -87.78046174499445 41.911694728871254, -87.77442576942144 41.91350786070556, -87.77379141195304 41.91816150220074, -87.77919418687532 41.92100206640927))",882664c869fffff,1520.2365130115638,48.44791192554141,41.83637923010261,12.688740761088273,38.738379221528824,50226.893476694626,586.8138902010484,91.60647338950477,45.49477362438482,10.567225622623388,1262.4443883590393,0.33917967300471347,52.06972778871723
2,"POLYGON ((-87.72774820692267 41.873980412770464, -87.73378155076067 41.87217077498127, -87.73441936822216 41.86751972419961, -87.72902499621027 41.86467836680096, -87.7229923731728 41.8664875474237, -87.72235340137863 41.87113854255898, -87.72774820692267 41.873980412770464))",882664c8cdfffff,922.7094016879696,54.48793137558119,38.07022903838695,0.4840690289742674,96.85693430237167,42432.59301230668,449.0958046998985,79.63069919141536,68.42005632755121,14.770586938943552,747.9807302256793,0.05764410740631067,99.02596198515502
3,"POLYGON ((-87.57008194667017 41.76076644954612, -87.57610902581223 41.758968008093504, -87.57676136704355 41.75432335785975, -87.5713877773322 41.751477208174556, -87.56536142077024 41.75327519528903, -87.5647079313724 41.7579197863745, -87.57008194667017 41.76076644954612))",882664ccc9fffff,1274.4567019633803,52.12360424466826,46.89052917145464,0.7270011841831844,95.60038977611418,60481.0291671869,680.7079159488443,89.45828492974512,37.01373037294661,12.881756621448318,1151.557344369167,0.04794374419009768,53.811225956559504
4,"POLYGON ((-87.62405128510923 41.82924888662712, -87.63008439195255 41.82744574845437, -87.63073218591279 41.8227972132925, -87.62534802481991 41.81995187418896, -87.61931564088239 41.82175455683438, -87.61866669516458 41.8264030340582, -87.62405128510923 41.82924888662712))",882664cf19fffff,1211.8216120493155,56.88649897704761,35.784739092129264,4.88182596970732,77.91209310928475,44101.09950270491,617.9387980361118,92.4871213509052,82.42878143209417,17.782120065753524,1006.9292879513403,0.2811702262268877,74.72848798872388
5,"POLYGON ((-87.6073521341576 41.700699664177634, -87.6133693941783 41.69890111119803, -87.6140170932945 41.694259885113816, -87.60864867773971 41.691417270317466, -87.60263213717757 41.69321536893152, -87.60198329274412 41.69785653665522, -87.6073521341576 41.700699664177634))",882664565dfffff,954.6439139125565,54.13177710185685,31.836393515704025,4.23006486430273,83.20072148733107,40001.41999509649,527.888987919126,73.81637708436493,57.641061156960774,9.980810468946904,723.642031614526,0.1942448610219686,73.67249868740878
6,"POLYGON ((-87.67906228776376 41.93317416876042, -87.685106006974 41.93136524571882, -87.68574962609974 41.92671083726281, -87.68035068318325 41.92386540848064, -87.67430768827474 41.925673874532066, -87.67366291201338 41.930328226303175, -87.67906228776376 41.93317416876042))",882664c125fffff,1371.8064974709605,46.60162876463047,32.86996717597264,66.70044271437922,4.255839790278134,147345.2671222034,910.4118427171423,83.58153089873386,53.35942381915233,2.1900930852970957,1223.8597906782763,0.40624677109649726,3.2316386116254012
7,"POLYGON ((-87.63097420989419 41.73812710565163, -87.6369950683238 41.73632627911814, -87.63764088264402 41.73168292324379, -87.6322669858182 41.728840451678494, -87.62624684721897 41.73064082327102, -87.62559988564755 41.735284121317484, -87.63097420989419 41.73812710565163))",882664cdd3fffff,1458.3495807060885,57.309804728284455,38.23083178301294,0.2755265931325695,94.37907905471918,42185.820525837946,621.4354723215995,87.74974537454021,71.58889360806396,14.37081342589904,1123.1415931643667,0.08630501246452037,97.2521828303103
8,"POLYGON ((-87.60901530160933 41.771396258795285, -87.61504167361515 41.76959555933003, -87.61569019246 41.764950307707494, -87.61031348815982 41.762105813790605, -87.60428783775859 41.76390605834623, -87.60363817008557 41.768551251676, -87.60901530160933 41.771396258795285))",882664cc15fffff,883.1140400072907,52.575225799037284,41.62343439851539,1.0492920863820705,95.8273595343631,47562.16354084776,519.4653505454091,75.90088236637546,54.22134476779117,19.785577579699883,757.3099630795989,0.0674917787839937,77.76666841472826
9,"POLYGON ((-87.6725392165856 41.854852913299375, -87.67857304970296 41.853046599543624, -87.67921624635183 41.84839662013107, -87.67382676311263 41.84555301128656, -87.66779365206554 41.84735886871312, -87.66714930221968 41.85200879126086, -87.6725392165856 41.854852913299375))",882664cf61fffff,1180.9014596676739,55.27458125077612,34.227098486833384,44.64762667427329,2.2670975599777807,72972.6845627852,531.1957510341709,91.51423528857654,63.264276801633265,8.758629136832866,976.8935697693905,0.5012002068583332,47.978007912905454
