,polygon,hex_index,Total_population,Percent_females,Median_age,Percent_white,Percent_black,Median_household_income,Total_housing_units,Percent_occupied_housing_units,Percent_housing_units_rented,Percent_unemployed,Population_above_16,Ethnic_diversity,Percent_single_parent_houshold
41,"POLYGON ((-75.21857433099733 39.92462133159983, -75.22481967020897 39.92350978188997, -75.22663636679226 39.919074953879004, -75.2222086303 39.91575198092457, -75.21596426183714 39.9168632890413, -75.21414665921904 39.9212978116734, -75.21857433099733 39.92462133159983))",882aacb213fffff,1065.943652832551,62.61244304261445,31.090282000969502,2.7071262393363233,76.71388938700072,43427.88139636994,449.50732609213986,94.26934493818578,54.83458331033975,8.032117876913688,789.0639313004016,0.13494196455464502,71.71670993158111
42,"POLYGON ((-75.19413062396411 39.970092378783264, -75.20038246982004 39.96898155814597, -75.2022031847959 39.96454452582567, -75.19777296126992 39.9612186201458, -75.19152208843926 39.962329199503614, -75.189700466211 39.966765925788614, -75.19413062396411 39.970092378783264))",882a1348b1fffff,1234.9419646248327,51.551046147549386,29.128269358224333,15.685598218274116,70.36440577516377,37584.59434234274,606.4595992381535,87.8562663909625,64.96434366783154,12.541036931688348,916.4739672678774,0.3265621736913524,74.05481309707527
43,"POLYGON ((-75.21834272143055 39.95344827885321, -75.22459187272496 39.95233636707184, -75.2264096978812 39.947899885858526, -75.22197927897933 39.9445756219184, -75.21573109962144 39.94568729201141, -75.21391236733037 39.950123467700664, -75.21834272143055 39.95344827885321))",882aacb255fffff,919.5692526390613,54.31571568740182,34.94957051225892,52.93282774633021,29.761145495317074,89621.41779922483,506.37707623481964,87.76565726888762,59.54117684541503,5.449228732948189,797.5685399917263,0.39746071488145024,16.914983662143765
44,"POLYGON ((-75.09192315023081 40.02110922385168, -75.09818381977391 40.02000327149587, -75.10001600349108 40.01556503331067, -75.09558842476687 40.012233055547604, -75.08932873205276 40.01333876842179, -75.08749564133629 40.01777669850865, -75.09192315023081 40.02110922385168))",882a134ad3fffff,1512.58119782737,52.71546150167412,33.90779643644389,26.427619707233102,33.49823426432966,65305.856951967566,632.639526524809,90.95228174769107,29.57067803030073,17.333312272548675,1101.5717521280185,0.5620476003159266,62.27877669502436
45,"POLYGON ((-75.17746628274537 40.0388940471819, -75.1837275740291 40.037783239201524, -75.18555249032917 40.03334254266123, -75.18111702498433 40.03001296073727, -75.17485670984061 40.03112352752296, -75.17303088400391 40.035563917395095, -75.17746628274537 40.0388940471819))",882a134857fffff,1355.7795442584904,49.078295451966355,44.660530226622456,30.199054104461798,58.168939118678146,48239.845947452086,702.7156344433821,93.02899957107928,70.76086897948481,8.88428927769144,1242.9429470755483,0.39655980552054043,42.75716888435097
46,"POLYGON ((-75.10810699239325 40.010020656524404, -75.11436586704232 40.00891397047835, -75.11619611725891 40.00447609400468, -75.1117683998538 40.00114521130198, -75.10551050130724 40.0022516575914, -75.10367934416558 40.00668922630815, -75.10810699239325 40.010020656524404))",882a134a91fffff,1729.3393313305842,42.358659547243285,31.915531347581542,14.479290225304892,23.270158207905652,70272.15725688687,579.7592270154081,92.67053258717351,7.866555529684867,11.417195667803925,1200.2861527863327,0.5472752457580067,19.767175835126377
47,"POLYGON ((-75.17224799822334 40.023353743954125, -75.17850733750431 40.02224341828607, -75.18033213951531 40.017803699021776, -75.17589851117344 40.01447461207808, -75.169640147478 40.0155846967055, -75.167814436641 40.020024109285075, -75.17224799822334 40.023353743954125))",882a13481bfffff,1395.7563526838817,52.72396638558783,34.77659173632864,27.29258135254805,61.22906274760899,48806.90662387646,748.0957690613401,90.72511261183301,62.467095617396005,7.0946642111153855,1203.7913766924648,0.39158263618419226,30.992643156481396
48,"POLYGON ((-75.13785168174743 39.98007521369101, -75.14410599193435 39.97896730383938, -75.14593232080294 39.97453064273159, -75.14150524600731 39.97120219852576, -75.13525191019382 39.972309868148756, -75.13342467490452 39.97674622217416, -75.13785168174743 39.98007521369101))",882a134f2dfffff,1362.0287325687573,48.23464803679183,31.696505643296163,64.05683634309825,8.321905464231252,94231.08928758817,669.2256252993255,90.9012557676677,51.19704575296036,6.6198310650516525,1202.379197374696,0.47571859745719836,18.71932596226085
49,"POLYGON ((-75.04005650481967 40.10434840852128, -75.04632925671038 40.103244208800405, -75.04816949763422 40.09880209394762, -75.04373789583875 40.09546448821191, -75.03746612508526 40.09656844917335, -75.03562497509328 40.101010254597966, -75.04005650481967 40.10434840852128))",882a134321fffff,1394.1994044227945,48.47586807253673,49.89692741396918,61.28413967487935,4.624089500147999,103156.54005880303,540.7879631001232,99.48809842498,10.555565289631105,2.0731078089003443,1149.3246728396978,0.48605472207243017,27.27925683621444
50,"POLYGON ((-75.04884168278738 40.041053271894484, -75.05510586087303 40.03994939732782, -75.05694282262436 40.03551074737468, -75.05251651322013 40.03217628091596, -75.0462533135015 40.033279916766574, -75.04441544492283 40.03771825776, -75.04884168278738 40.041053271894484))",882a134113fffff,2015.1650866531065,48.58405899822733,34.099358595538014,38.142994977955894,2.670562697111287,55855.87551378674,712.2755758739547,90.83217434344252,43.926384758602694,12.506489631988153,1502.337111802439,0.5356085607914801,52.01218676943649
51,"POLYGON ((-75.1560741173157 40.034453281617324, -75.16233525587485 40.03334368801479, -75.16416199093145 40.028903604989964, -75.15972849643414 40.02557342256181, -75.15346833418872 40.02668277539791, -75.15164069022914 40.03112255139641, -75.1560741173157 40.034453281617324))",882a134aadfffff,2146.211962319952,51.403394963146916,45.02371856262019,10.053141905663292,85.34584237233555,29145.343398904257,803.8226408565245,93.34126643291701,56.07615614438228,4.899774961581556,1567.9823473496913,0.17855797729848966,84.01522758585962
52,"POLYGON ((-75.03746612508526 40.09656844917335, -75.04373789583875 40.09546448821191, -75.04557807484767 40.09102286108655, -75.04114739191844 40.08768550432629, -75.03487660202194 40.088789226604696, -75.03303551430088 40.09323054429444, -75.03746612508526 40.09656844917335))",882a134323fffff,1845.1830694114703,58.81324693725283,55.01192482827471,68.13746984676669,3.6967387373248277,78544.56300325385,770.4674429316037,95.54255244895172,28.168285512904095,1.0705635073399353,1499.5084287834447,0.43026231412085014,24.01955500920328
53,"POLYGON ((-75.13236877616782 39.9933864138113, -75.13862495846053 39.99227862927347, -75.14045231085498 39.98784129716044, -75.13602438787142 39.984512056798245, -75.12976918059198 39.985619601167755, -75.12794092138495 39.99005662603572, -75.13236877616782 39.9933864138113))",882a134f65fffff,1055.6647490174112,56.55347139327385,36.928741911700534,19.36389089413767,9.319800148970327,43430.04377170169,469.26478221564383,83.89491348022256,51.67387674663388,7.696296942703026,803.1059178857328,0.4795144010092669,69.58022333372503
54,"POLYGON ((-75.00794712973669 40.09764199667372, -75.01421963347998 40.096539622961885, -75.0160626006479 40.0920984369293, -75.01163397228339 40.08875993454036, -75.00536244992959 40.08986207013776, -75.00351857465411 40.09430294620667, -75.00794712973669 40.09764199667372))",882a134303fffff,1.770943482474583,50.324675324675326,62.7,60.82251082251082,20.88744588744589,,0.6190635766658987,89.47368421052632,52.24913494809689,9.057971014492754,1.6597803634447934,0.001132039737581138,50.0
55,"POLYGON ((-75.0517648594506 40.01996622950242, -75.0580261847395 40.018862464360744, -75.05986205584759 40.01442497102082, -75.05543750785155 40.011091551594355, -75.04917716000882 40.0121950780347, -75.04734038281855 40.01663226257094, -75.0517648594506 40.01996622950242))",882a13418dfffff,877.99756255828,52.666654781089285,34.55356888192177,43.579839691318895,14.73314720447715,46897.08752208927,429.2273472833984,90.2784628121106,62.7808850485357,16.990098832866913,668.7078509062608,0.46440266516179385,80.03595230101465
